epoch,accuracy,loss,lr,val_accuracy,val_loss
37,0.73048335313797,0.6978824138641357,0.001,0.724399983882904,0.7281510233879089
38,0.7343166470527649,0.6959736347198486,0.001,0.7282000184059143,0.7071890234947205
39,0.7327666878700256,0.6980384588241577,0.001,0.7360000014305115,0.6951302289962769
40,0.7349833250045776,0.6948973536491394,0.001,0.7301999926567078,0.7070983648300171
41,0.7371166944503784,0.6861277222633362,0.001,0.7254999876022339,0.7304535508155823
42,0.735450029373169,0.6935591697692871,0.001,0.7268000245094299,0.7152986526489258
43,0.735883355140686,0.687155544757843,0.001,0.7311999797821045,0.6991491913795471
44,0.7374833226203918,0.6834908723831177,0.001,0.7346000075340271,0.682719349861145
45,0.7371666431427002,0.6860015392303467,0.001,0.739799976348877,0.6856421828269958
46,0.7375333309173584,0.6825383901596069,0.001,0.7289000153541565,0.7015584111213684
47,0.7384499907493591,0.6853669285774231,0.001,0.7325000166893005,0.6980924606323242
48,0.7389833331108093,0.680395245552063,0.001,0.7328000068664551,0.702755331993103
49,0.7381500005722046,0.6789551973342896,0.001,0.7396000027656555,0.6787605881690979
50,0.7408499717712402,0.6767375469207764,0.001,0.7337999939918518,0.6938142776489258
51,0.7577166557312012,0.6261261105537415,1e-04,0.7502999901771545,0.6478559970855713
52,0.7631000280380249,0.6168485283851624,1e-04,0.7577999830245972,0.6378229260444641
53,0.763866662979126,0.6118119955062866,1e-04,0.7578999996185303,0.6405190229415894
54,0.7674333453178406,0.6069896221160889,1e-04,0.7612000107765198,0.6390495300292969
55,0.7660499811172485,0.6053668260574341,1e-04,0.7590000033378601,0.6344621777534485
56,0.7651833295822144,0.6069678664207458,1e-04,0.7591000199317932,0.634531557559967
57,0.7676666378974915,0.6054478287696838,1e-04,0.758400022983551,0.6340964436531067
58,0.7674499750137329,0.6021589636802673,1e-04,0.7590000033378601,0.6352902054786682
59,0.7671833038330078,0.6041148900985718,1e-04,0.7635999917984009,0.6271210312843323
60,0.7688999772071838,0.5998783707618713,1e-04,0.7623000144958496,0.6302438974380493
61,0.7688500285148621,0.6014952659606934,1e-04,0.7595999836921692,0.6236751675605774
62,0.768916666507721,0.5974847078323364,1e-04,0.7659000158309937,0.6260018348693848
63,0.7688666582107544,0.6001313328742981,1e-04,0.7620999813079834,0.6207334995269775
64,0.7694833278656006,0.6012771129608154,1e-04,0.7626000046730042,0.6205068826675415
65,0.7698166370391846,0.5955150127410889,1e-04,0.7642999887466431,0.6216640472412109
66,0.7716166377067566,0.5930979251861572,1e-04,0.762499988079071,0.6274029016494751
67,0.7712166905403137,0.5945262908935547,1e-04,0.7630000114440918,0.622602105140686
68,0.7706166505813599,0.5928468704223633,1e-04,0.7623000144958496,0.6178787350654602
69,0.7720666527748108,0.592190682888031,1e-04,0.7580999732017517,0.628869891166687
70,0.7727000117301941,0.5908733606338501,1e-04,0.7591999769210815,0.6262849569320679
71,0.7732999920845032,0.5926229357719421,1e-04,0.7645000219345093,0.6188662648200989
72,0.7721666693687439,0.5905435681343079,1e-04,0.7621999979019165,0.6282166242599487
73,0.7702833414077759,0.5940772294998169,1e-04,0.7609000205993652,0.615944504737854
74,0.7726166844367981,0.5906679034233093,1e-04,0.7702000141143799,0.6165645718574524
75,0.7717499732971191,0.5918418765068054,1e-04,0.7628999948501587,0.6180382966995239
76,0.774733304977417,0.5857557654380798,1e-04,0.7627999782562256,0.6204408407211304
77,0.7714833617210388,0.5899849534034729,1e-04,0.7674000263214111,0.6153839826583862
78,0.7730166912078857,0.5898866653442383,1e-04,0.767799973487854,0.609045684337616
79,0.7724166512489319,0.5904415845870972,1e-04,0.766700029373169,0.6128422617912292
80,0.7724666595458984,0.5888276100158691,1e-04,0.7613000273704529,0.6154374480247498
81,0.7726166844367981,0.588322639465332,1e-04,0.7666000127792358,0.6092912554740906
82,0.7739333510398865,0.5858286023139954,1e-04,0.7677000164985657,0.6077070832252502
83,0.7720333337783813,0.5890963077545166,1e-04,0.7598000168800354,0.6225261688232422
84,0.7727333307266235,0.5872767567634583,1e-04,0.7684000134468079,0.6098824739456177
85,0.7733666896820068,0.5874946117401123,1e-04,0.765999972820282,0.613663911819458
86,0.7734833359718323,0.5863104462623596,1e-04,0.765999972820282,0.6199073791503906
87,0.7738833427429199,0.586196780204773,1e-04,0.7699999809265137,0.608613133430481
88,0.7757666707038879,0.5812782049179077,1e-04,0.7635999917984009,0.6196491718292236
89,0.7772499918937683,0.5830926299095154,1e-04,0.7648000121116638,0.6152257919311523
90,0.7750666737556458,0.5843270421028137,1e-04,0.7638000249862671,0.6110492944717407
91,0.7741333246231079,0.5850605964660645,1e-04,0.7657999992370605,0.6147927045822144
92,0.7749500274658203,0.5836734175682068,1e-04,0.767300009727478,0.6088931560516357
